"","id","gender","education","iq"
"147",147,"male","low",115.292232076995
"148",148,"female","none",90.1354434372195
"149",149,"male","low",75.9820428114865
"150",150,"female","low",72.1396822889251
"151",151,"female","high",131.809697554053
"152",152,"female","low",92.6231703635426
"153",153,"female","high",99.5156053840019
"154",154,"male","average",75.4412509193442
"155",155,"female","high",94.4197253781214
"156",156,"male","high",125.791591858665
"157",157,"male","low",77.3643191860728
"158",158,"male","low",96.2276407919574
"159",159,"female","low",136.88406238847
"160",160,"male","high",88.6012723786213
"161",161,"male","none",131.318729435926
"162",162,"male","average",95.3359254293538
"163",163,"female","average",86.4286827114075
"164",164,"male","low",102.396669568018
"165",165,"female","average",96.4376921791207
"166",166,"female","low",110.035695663699
"167",167,"male","average",100.374291952373
"168",168,"female","low",75.5015884411403
"169",169,"female","low",81.8865888282482
"170",170,"male","low",93.9643181910108
"171",171,"female","high",86.5481107142704
"172",172,"male","average",76.1191116061875
"173",173,"female","average",106.567480114441
"174",174,"female","average",102.233180532494
"175",175,"female","average",98.1866076367369
"176",176,"female","low",130.062756509839
"177",177,"female","high",107.392341551561
"178",178,"female","average",124.498323813775
"179",179,"female","high",80.7799987869261
"180",180,"female","high",65.7482499554354
"181",181,"male","high",91.4307753453985
"182",182,"female","high",106.562629877232
"183",183,"male","low",134.782614844467
"184",184,"female","low",98.5817499500911
"185",185,"female","high",103.752250904874
"186",186,"female","high",68.1177805764057
"187",187,"female","high",133.20347643057
"188",188,"male","high",50.5266268463264
"189",189,"male","low",103.396161310171
"190",190,"female","low",73.4329156076287
"191",191,"female","low",127.277685649466
"192",192,"male","high",106.797715412825
"193",193,"male","low",103.914780620505
"194",194,"female","low",109.69470120527
"195",195,"male","low",100.794662153329
"196",196,"female","low",85.2679377256669
"197",197,"male","average",131.415545457054
"198",198,"female","low",126.474730499618
"199",199,"male","high",117.454889925326
"200",200,"female","high",108.068036171386
"201",201,"female","high",124.190085774414
"202",202,"female","average",96.1317296081391
"203",203,"male","high",61.8422295508538
"204",204,"female","average",90.0290281745058
"205",205,"female","low",80.8782654261068
"206",206,"female","average",106.256208043424
"207",207,"male","none",72.4634798198277
"208",208,"male","average",109.245505231515
"209",209,"male","low",109.123834323483
"210",210,"female","low",122.420914735476
"211",211,"female","average",124.767306034104
"212",212,"female","high",83.8706235560214
"213",213,"female","low",134.448156867589
"214",214,"female","low",104.649133838459
"215",215,"male","average",85.2706975157908
"216",216,"female","high",71.6480880819621
"217",217,"female","average",141.783679263869
"218",218,"male","low",115.79104013571
"219",219,"male","average",125.962641150301
"220",220,"female","high",88.3579136388398
"221",221,"female","average",116.772467897194
"222",222,"female","low",65.4770575693155
"223",223,"female","average",83.5040576056647
"224",224,"male","none",91.7923458620811
"225",225,"female","low",30.9328661528484
"226",226,"male","high",77.9310295774372
"227",227,"male","low",112.301847457251
"228",228,"male","low",71.5502936986191
"229",229,"female","low",91.7870440909432
"230",230,"female","low",96.7792202574068
"231",231,"female","low",82.3914805375862
"232",232,"male","low",99.1393619324724
"233",233,"male","low",106.779522678927
"234",234,"male","low",83.1166334049486
"235",235,"female","none",85.1249545549936
"236",236,"male","high",108.259083824819
"237",237,"male","low",72.1461088748576
"238",238,"male","high",133.062766573555
"239",239,"male","average",130.448712326087
"240",240,"male","average",105.716155981205
"241",241,"female","low",100.39863261852
"242",242,"female","average",70.9412784726552
"243",243,"male","low",53.4966065605625
"244",244,"male","low",136.319507050539
"245",245,"male","average",63.0591588496904
"246",246,"female","average",140.408819230336
"247",247,"male","low",107.503086740619
"248",248,"female","low",83.5182209393439
"249",249,"male","average",102.084786819026
"250",250,"male","none",70.7964950581661
"251",251,"male","low",97.9497218358022
"252",252,"female","low",116.564111981502
"253",253,"male","low",96.5150936324968
"254",254,"male","average",115.080251434329
"255",255,"female","low",91.1739297817223
"256",256,"female","high",108.480803955896
"257",257,"female","low",108.016339859807
"258",258,"female","average",106.362470812065
"259",259,"male","average",60.8083888816601
"260",260,"male","average",119.614955608853
"261",261,"female","high",101.922281842646
"262",262,"female","low",124.294143199814
"263",263,"male","low",103.080169927914
"264",264,"male","none",124.0786491284
"265",265,"female","average",110.583534574095
"266",266,"female","low",143.4439113728
"267",267,"male","high",115.138660323071
"268",268,"female","low",111.43527924484
"269",269,"female","high",112.802990739759
"270",270,"male","high",117.323709122517
"271",271,"female","low",113.486568770687
"272",272,"male","high",98.3995038545718
"273",273,"male","average",123.489394350806
"274",274,"male","low",90.9561007434924
"275",275,"male","high",130.711603958712
"276",276,"male","low",128.186649958744
"277",277,"female","low",111.002584494004
"278",278,"female","average",124.389174116741
"279",279,"female","average",112.238679756307
"280",280,"female","average",88.5220462791951
"281",281,"female","average",100.565540665407
"282",282,"male","low",115.623782465594
"283",283,"female","low",55.7784235512977
"284",284,"female","none",73.5794162810924
"285",285,"male","low",85.4087580403965
"286",286,"female","low",130.51226031999
"287",287,"male","average",79.4381456446666
"288",288,"male","low",86.7733762726885
"289",289,"female","low",75.6426549127154
"290",290,"male","low",60.0769843961286
"291",291,"female","high",124.79538392064
"292",292,"female","high",109.96352375004
"293",293,"male","low",108.741097349652
"294",294,"male","average",103.782666730177
"295",295,"male","low",102.305283503181
"296",296,"female","low",114.13749364693
"297",297,"female","high",80.049265851272
"298",298,"male","average",72.265916204221
"299",299,"female","low",101.782495540294
"300",300,"female","low",100.090777615981
"301",301,"female","average",88.3007404541385
"302",302,"male","average",104.039552496132
"303",303,"female","low",102.697367664922
"304",304,"male","low",68.0231866419888
"305",305,"female","high",110.999843963164
"306",306,"male","none",94.8117293883353
"307",307,"female","average",78.6389656946012
"308",308,"female","low",96.3102541851233
"309",309,"male","low",88.6263398607144
"310",310,"female","low",105.183707686535
"311",311,"female","low",98.5578975941258
"312",312,"female","none",100.903597339889
"313",313,"male","average",89.7613811899401
"314",314,"male","low",105.218611020083
"315",315,"male","low",109.065551689925
"316",316,"male","none",87.1075152970071
"317",317,"male","low",53.7399781679416
"318",318,"male","high",97.0194074530783
"319",319,"male","high",111.67140988563
"320",320,"male","none",147.938398804582
"321",321,"male","average",118.783737454282
"322",322,"male","average",60.7200536186772
"323",323,"female","low",130.027579100594
"324",324,"male","low",146.834240241483
"325",325,"female","average",130.146127079552
"326",326,"male","none",109.587139755001
"327",327,"female","average",78.5812661730188
"328",328,"male","high",87.2303716913168
"329",329,"male","high",94.3630257018998
"330",330,"male","high",119.023189093925
"331",331,"female","high",84.8630060379141
"332",332,"male","low",88.5766271378147
"333",333,"female","low",81.6741318573144
"334",334,"female","average",89.2524334449658
"335",335,"female","high",78.1282729418793
"336",336,"male","average",138.914141110857
"337",337,"male","average",94.2650039749984
"338",338,"female","low",101.054899288546
"339",339,"male","high",94.2892686430198
"340",340,"female","low",135.217304673868
"341",341,"male","average",123.799800971883
"342",342,"male","low",84.7029510912092
"343",343,"male","high",135.953246336742
"344",344,"female","average",93.6705458928987
"345",345,"male","low",132.130318253248
"346",346,"male","low",94.6169645758723
"347",347,"male","none",87.4743439277496
"348",348,"male","average",101.009305739406
"349",349,"male","high",82.6390161670802
"350",350,"male","high",112.368440198573
"351",351,"male","average",95.4795293718482
"352",352,"female","average",97.8369805003784
"353",353,"male","low",95.6725352592004
"354",354,"male","low",135.762883849386
"355",355,"male","high",126.481582315975
"356",356,"male","average",101.257291455875
"357",357,"male","high",119.981078836864
"358",358,"female","none",113.081510346612
"359",359,"male","average",112.010328877673
"360",360,"female","average",57.6002802181575
"361",361,"female","average",129.300028207902
"362",362,"male","high",92.7480886859027
"363",363,"female","low",118.651184118432
"364",364,"female","none",136.584629066725
"365",365,"male","average",88.9395635720093
"366",366,"female","average",69.4357828166679
"367",367,"female","average",135.148593537902
"368",368,"male","high",117.477825641024
"369",369,"male","average",76.4509705490445
"370",370,"female","low",90.3845561390995
"371",371,"female","low",82.43529849727
"372",372,"male","low",91.5565391762224
"373",373,"male","high",120.818399564812
"374",374,"female","low",131.218515416592
"375",375,"female","high",114.653480226583
"376",376,"female","none",59.9651378573164
"377",377,"male","low",81.2087288794733
"378",378,"male","low",99.1485216344947
"379",379,"male","low",85.6392561189617
"380",380,"male","high",76.0428106632576
"381",381,"female","average",108.491912258692
"382",382,"female","average",106.636100041656
"383",383,"male","average",108.787168258508
"384",384,"male","low",118.103398070062
"385",385,"male","average",130.511766837607
"386",386,"female","high",83.0608423202649
"387",387,"male","low",105.859451439454
"388",388,"female","none",126.991599500759
"389",389,"male","low",95.9390720810541
"390",390,"male","low",90.2127419703822
"391",391,"male","high",102.76759549762
"392",392,"male","average",73.4911753373654
"393",393,"male","high",80.7171482940459
"394",394,"male","low",99.2643924183045
"395",395,"female","high",102.80432393135
"396",396,"male","average",94.8258429654154
"397",397,"male","none",108.935798492076
"398",398,"male","high",83.2509826103463
"399",399,"male","average",108.003098743035
"400",400,"female","low",71.7431848432442
"401",401,"male","low",102.780020729317
"402",402,"male","average",88.2996243135538
"403",403,"male","average",102.789523673559
"404",404,"female","average",107.086787444679
"405",405,"male","high",79.0225893237664
"406",406,"female","low",105.858833112307
"407",407,"male","none",111.519792351359
"408",408,"female","low",109.644668551347
"409",409,"male","low",135.997135479833
"410",410,"male","average",124.612614877257
"411",411,"female","low",106.710026732844
"412",412,"female","average",118.95317908139
"413",413,"female","low",140.553130543445
"414",414,"male","high",94.4171473602957
"415",415,"male","low",75.568045593632
"416",416,"female","low",88.2777348816353
"417",417,"male","low",87.2151555140515
"418",418,"female","high",140.250964886592
"419",419,"male","average",122.062171119474
"420",420,"female","low",101.699911678966
"421",421,"female","low",80.7342009146035
"422",422,"male","average",99.7799440529883
"423",423,"female","none",120.488110790891
"424",424,"male","high",78.1498092427159
"425",425,"female","average",59.5143667264158
"426",426,"male","low",117.388439122382
"427",427,"female","average",71.126504641632
"428",428,"female","low",124.779259726118
"429",429,"female","high",115.515286409671
"430",430,"male","average",67.8465069913708
"431",431,"male","average",98.0870872889697
"432",432,"male","average",74.0383608979794
"433",433,"female","average",62.8366103276945
"434",434,"male","low",85.6651859555823
"435",435,"female","none",88.8140539664134
"436",436,"male","low",124.201273779866
"437",437,"male","average",99.9430727245877
"438",438,"male","low",104.044140280622
"439",439,"female","low",84.1939548282033
"440",440,"male","average",96.9309053200075
"441",441,"female","high",95.0425180824855
"442",442,"male","high",95.785014388153
"443",443,"female","average",106.922476362753
"444",444,"male","high",104.434149084742
"445",445,"male","low",37.2422849765946
"446",446,"male","average",102.617197975331
"447",447,"male","low",103.863317057859
"448",448,"male","high",90.894402673023
"449",449,"male","high",123.773468626908
"450",450,"male","low",85.4204948497643
"451",451,"female","average",105.608576842441
"452",452,"male","average",116.787708616772
"453",453,"female","high",104.482219610417
"454",454,"female","high",96.1821973567778
"455",455,"male","average",76.2804346113897
"456",456,"male","low",121.479851328084
"457",457,"female","low",84.9537817938456
"458",458,"female","high",119.550702518885
"459",459,"male","high",114.992905016383
"460",460,"female","high",113.999434118998
"461",461,"male","average",94.8532313217608
"462",462,"female","low",54.3038165350902
"463",463,"male","high",112.748882385098
"464",464,"male","low",90.8751033955472
"465",465,"male","low",79.0579978587839
"466",466,"female","average",77.2250593845004
"467",467,"female","low",88.9137183179968
"468",468,"male","low",92.2915181142257
"469",469,"female","average",119.687178647683
"470",470,"male","high",105.964377034374
"471",471,"female","low",89.450438913194
"472",472,"male","low",102.808686329305
"473",473,"male","high",118.767192417125
"474",474,"male","none",87.2896384987069
"475",475,"male","average",125.685489822286
"476",476,"female","average",88.307167536441
"477",477,"male","average",95.3269296426631
"478",478,"male","high",103.36783633391
"479",479,"male","low",119.453203181024
"480",480,"female","high",134.423544773451
"481",481,"female","low",116.907880017137
"482",482,"male","average",62.5647781381044
"483",483,"male","high",81.7932050887098
"484",484,"female","low",97.5663766797431
"485",485,"female","high",87.4761169506304
"486",486,"female","average",90.4046164937055
"487",487,"female","high",101.323023655112
"488",488,"male","low",82.1113777161863
"489",489,"male","low",88.9416141047838
"490",490,"male","low",112.823243646372
"491",491,"male","none",35.3614385682797
"492",492,"male","average",102.714198350555
"493",493,"female","high",82.1139705169712
"494",494,"male","average",106.484101829641
"495",495,"female","average",85.3164480699369
"496",496,"male","low",94.0138589928424
"497",497,"female","high",113.533634473116
"498",498,"male","low",119.07104776774
"499",499,"male","low",109.508071117617
"500",500,"female","low",70.4013083968813
"501",501,"female","low",118.384014526281
"502",502,"female","low",81.2189962739371
"503",503,"female","average",152.557914894007
"504",504,"female","high",122.603876197365
"505",505,"male","low",124.73322374716
"506",506,"female","high",136.400807529713
"507",507,"female","average",98.5746485149748
"508",508,"male","low",84.7523895937005
"509",509,"female","high",93.0513366980015
"510",510,"female","low",111.48875503879
"511",511,"male","low",114.039443557984
"512",512,"male","high",100.632857915916
"513",513,"male","low",107.755241702937
"514",514,"male","low",121.191382081333
"515",515,"female","average",87.3640156010871
"516",516,"female","low",108.060185152578
"517",517,"female","low",62.0971336940347
"518",518,"female","low",105.899949098218
"519",519,"male","low",120.903829707711
"520",520,"female","average",113.668730790524
"521",521,"female","high",98.3224667801181
"522",522,"female","none",114.316099480297
"523",523,"female","high",135.300407159274
"524",524,"male","low",98.4778051365954
"525",525,"female","high",52.6261331135182
"526",526,"male","high",108.573440727601
"527",527,"female","low",115.251102814387
"528",528,"male","high",109.249813432296
"529",529,"female","average",132.728772174861
"530",530,"female","low",88.0248630030812
"531",531,"male","high",103.817292035129
"532",532,"male","low",133.830003702385
"533",533,"male","high",84.8239593095934
"534",534,"male","high",85.4181601480413
"535",535,"male","average",91.096793635968
"536",536,"female","low",65.5039623298852
"537",537,"female","low",99.0105631695632
"538",538,"male","average",75.1885239209114
"539",539,"female","average",63.7767773835424
"540",540,"female","low",115.062646550361
"541",541,"female","high",80.8180388427474
"542",542,"female","none",125.9724486171
"543",543,"male","average",95.3445567495431
"544",544,"male","low",103.278064853663
"545",545,"female","average",134.564485176192
"546",546,"male","high",109.129463237226
"547",547,"female","high",91.7135140649749
"548",548,"female","low",91.2499459631614
"549",549,"male","low",101.861872249297
"550",550,"male","low",101.169846886666
"551",551,"female","high",94.1751359118535
"552",552,"male","low",94.9974458545571
"553",553,"male","high",102.55958839593
"554",554,"female","low",109.838695404258
"555",555,"female","low",80.43396785394
"556",556,"male","low",83.5230631749379
"557",557,"female","high",93.8611097110115
"558",558,"female","low",91.061847336033
"559",559,"female","high",93.805874261313
"560",560,"male","high",100.363763226382
"561",561,"female","high",133.559003569825
"562",562,"female","low",89.9377347774677
"563",563,"male","low",84.5180161325229
"564",564,"female","low",127.710360928657
"565",565,"male","low",89.5427331088887
"566",566,"female","low",70.1554847863279
"567",567,"male","high",64.3923406185021
"568",568,"male","low",76.8412657613208
"569",569,"male","average",76.0702882225837
"570",570,"female","high",97.4807317218409
"571",571,"female","average",69.8651967419907
"572",572,"female","low",107.834904164303
"573",573,"female","none",83.7000750439999
"574",574,"female","low",94.5481338173867
"575",575,"female","low",110.120296048789
"576",576,"female","average",108.374233885825
"577",577,"male","low",73.7495988579757
"578",578,"female","low",84.7518942577169
"579",579,"male","average",97.8172063138982
"580",580,"female","average",98.7995983081762
"581",581,"male","low",59.7023188848583
"582",582,"female","high",73.9145303622583
"583",583,"male","high",109.657868692464
"584",584,"male","high",86.1699333867699
"585",585,"male","low",66.9037988795363
"586",586,"male","average",91.9811101192092
"587",587,"female","none",69.6767713075673
"588",588,"male","none",118.446936991295
"589",589,"male","average",140.030252205556
"590",590,"female","high",102.229066027751
"591",591,"female","low",95.7166002168572
"592",592,"female","high",96.280421924242
"593",593,"male","average",103.280233552285
"594",594,"female","none",94.154925048308
"595",595,"male","high",73.4113194168963
"596",596,"female","average",112.433119217544
"597",597,"female","average",55.839225136147
"598",598,"male","low",87.9965574116018
"599",599,"female","low",94.2722066715281
"600",600,"male","average",94.3535383191942
"601",601,"female","average",116.952568705199
"602",602,"male","low",67.6661141470944
"603",603,"male","high",74.105384819231
"604",604,"female","low",90.4297575448121
"605",605,"male","average",123.122500849271
"606",606,"female","average",68.9738296659511
"607",607,"male","high",116.926257613523
"608",608,"male","low",96.8040258271069
"609",609,"male","average",111.832623481136
"610",610,"male","average",122.92489211518
"611",611,"male","average",90.5117041460819
"612",612,"female","average",98.3334772415658
"613",613,"male","high",84.5583735314318
"614",614,"male","low",63.3826611513319
"615",615,"male","high",110.180491732377
"616",616,"male","high",100.663241852986
"617",617,"female","low",86.6543131398496
"618",618,"male","low",137.690332217625
"619",619,"male","average",101.734275951195
"620",620,"male","low",103.660735141409
"621",621,"female","average",75.2092315912638
"622",622,"male","average",118.962165197836
"623",623,"male","low",78.0316235907131
"624",624,"female","high",82.0011707349718
"625",625,"female","low",92.8454115308595
"626",626,"male","high",131.996158582223
"627",627,"female","low",92.4283125912782
"628",628,"female","average",110.806266931009
"629",629,"male","high",80.0909274541262
"630",630,"female","average",108.623233509237
"631",631,"female","low",124.441455021577
"632",632,"female","low",109.191959159469
"633",633,"male","low",99.2433670438476
"634",634,"male","low",117.963666046324
"635",635,"male","average",90.8742695462549
"636",636,"male","high",92.6820232047292
"637",637,"female","low",84.5212737720558
"638",638,"female","average",106.360776555864
"639",639,"female","high",96.6054660158717
"640",640,"female","high",101.109791317249
"641",641,"female","low",139.070619110376
"642",642,"female","low",87.1897426839633
"643",643,"female","average",79.5191157064647
"644",644,"male","high",65.3654966224677
"645",645,"male","average",60.770934626041
"646",646,"male","high",68.3706080751103
"647",647,"female","average",138.940883833858
"648",648,"male","low",117.01481341326
"649",649,"female","none",119.115707895146
"650",650,"male","high",66.7395135694534
"651",651,"female","low",113.178523052013
"652",652,"female","none",77.2162922771286
"653",653,"male","high",82.6917743088606
"654",654,"female","high",99.9966937258388
"655",655,"male","average",111.941847213304
"656",656,"male","average",94.8465115661415
"657",657,"male","low",93.3444119673584
"658",658,"female","low",87.0458308335863
"659",659,"female","average",94.9062703762033
"660",660,"male","low",46.874241595157
"661",661,"male","high",76.6236215427193
"662",662,"female","high",96.4668408021506
"663",663,"female","low",142.849867627177
"664",664,"male","high",82.2898482825669
"665",665,"male","low",80.0188819596127
"666",666,"male","high",92.7788069128727
"667",667,"female","average",49.2290770863954
"668",668,"female","average",108.930559420521
"669",669,"male","high",135.87847314712
"670",670,"male","low",135.740409297513
"671",671,"male","average",84.2577975364103
"672",672,"male","high",103.807591174917
"673",673,"female","low",118.131269138583
"674",674,"female","average",124.593190907043
"675",675,"male","low",117.35112672714
"676",676,"female","low",72.8957494061179
"677",677,"female","low",65.9041897973654
"678",678,"male","low",107.241607434491
"679",679,"female","low",105.304241001216
"680",680,"female","average",67.9833435966153
"681",681,"female","average",116.85334913096
"682",682,"female","high",115.39488688731
"683",683,"female","high",74.1289845213497
"684",684,"male","none",101.672354957217
"685",685,"female","low",102.395782208594
"686",686,"male","high",91.8027220719836
"687",687,"female","low",121.97809191233
"688",688,"male","low",79.1267706251356
"689",689,"male","high",100.871174978872
"690",690,"male","average",83.3392136097917
"691",691,"female","average",89.2699795846384
"692",692,"male","low",116.612940979702
"693",693,"female","high",108.540799587144
"694",694,"female","high",94.0876200725132
"695",695,"female","low",77.8323582694546
"696",696,"male","high",101.593302156493
"697",697,"female","average",81.7182132286155
"698",698,"male","none",88.081713553609
"699",699,"female","high",72.6903058623123
"700",700,"female","average",71.7125775076583
"701",701,"female","high",62.7919633531806
"702",702,"female","average",92.8634275635119
"703",703,"female","low",66.2152129228262
"704",704,"female","high",150.716269076874
"705",705,"male","high",101.645982165042
"706",706,"female","high",79.361868392479
"707",707,"male","low",123.195005817043
"708",708,"female","low",95.9105605470941
"709",709,"female","low",96.3506947360177
"710",710,"male","average",87.0743391103185
"711",711,"female","high",90.2105362864842
"712",712,"male","high",73.9357692760867
"713",713,"female","average",95.8554363746369
"714",714,"male","high",77.6346508687581
"715",715,"female","high",105.036797337193
"716",716,"male","high",132.640608227462
"717",717,"male","average",108.604655415887
"718",718,"male","low",103.36667187551
"719",719,"male","low",122.302476950984
"720",720,"male","high",105.067863548664
"721",721,"female","low",69.0553785715023
"722",722,"male","average",117.44799590926
"723",723,"male","low",84.1638499080575
"724",724,"female","average",89.2278889714425
"725",725,"male","low",88.3601543771017
"726",726,"male","high",90.3027189055146
"727",727,"male","average",79.9544408517224
"728",728,"male","average",114.980061561677
"729",729,"female","average",113.137965600168
"730",730,"female","average",94.5234353343986
"731",731,"male","average",84.8219018075343
"732",732,"female","none",107.870484373557
"733",733,"male","none",104.377228996036
"734",734,"female","high",109.661700088674
"735",735,"female","low",113.248589128198
"736",736,"male","average",96.4324098029665
"737",737,"female","low",106.293297547877
"738",738,"male","high",80.868862939593
"739",739,"male","average",127.950450970815
"740",740,"male","high",114.933893598186
"741",741,"female","none",138.645763457802
"742",742,"female","average",70.1096081779639
"743",743,"female","average",134.466536315358
"744",744,"male","none",85.3153116624891
"745",745,"male","high",83.0572080873251
"746",746,"female","average",94.8537214578676
"747",747,"female","low",57.4265289709038
"748",748,"female","high",103.663173356718
"749",749,"female","high",94.8101024495294
"750",750,"female","average",119.837030456363
"751",751,"female","low",94.9494723811421
"752",752,"female","low",129.870410113716
"753",753,"female","average",82.0942434207124
"754",754,"female","low",119.272793928746
"755",755,"male","low",141.34624728258
"756",756,"male","low",112.576136726036
"757",757,"male","average",104.073393319264
"758",758,"female","low",99.2250956027648
"759",759,"female","none",90.8573233949338
"760",760,"male","none",101.913522108804
"761",761,"male","none",77.3168935213208
"762",762,"male","high",156.374479275723
"763",763,"female","low",99.013698170639
"764",764,"male","low",85.8523539107135
"765",765,"female","high",84.0949042214438
"766",766,"female","high",118.510421023052
"767",767,"male","high",93.9112777278768
"768",768,"female","average",129.234259998855
"769",769,"male","average",126.129538496943
"770",770,"female","average",117.653178515292
"771",771,"female","average",104.348603834801
"772",772,"male","low",82.0225299184474
"773",773,"female","average",106.600326836654
"774",774,"female","low",88.8128236429318
"775",775,"female","high",76.1902228650782
"776",776,"male","low",124.95192076732
"777",777,"female","high",61.0589108447865
"778",778,"male","high",155.360714785101
"779",779,"male","high",92.3965756829633
"780",780,"female","none",100.108208443934
"781",781,"male","average",148.441546644291
"782",782,"female","high",114.35663762686
"783",783,"male","average",96.6866942459992
"784",784,"female","low",76.5282446000475
"785",785,"female","high",83.0929590365037
"786",786,"male","low",104.818192513717
"787",787,"female","low",108.079433468204
"788",788,"male","average",73.4045130390732
"789",789,"male","average",110.541891093516
"790",790,"male","low",92.566243181165
"791",791,"male","high",96.8397765175685
"792",792,"female","average",109.776455418306
"793",793,"female","high",82.6304738502053
"794",794,"male","low",82.5215346841769
"795",795,"female","average",107.077038734458
"796",796,"female","low",134.944131697384
"797",797,"male","average",118.631702525359
"798",798,"male","low",59.132033915482
"799",799,"male","high",72.4817939937264
"800",800,"female","low",117.06515831399
